post_id,url,title,rating,author,published,tags,source
14044063,https://pikabu.ru/story/vlog_s_mayskogo_kontserta_fotosessiya_cheremsha_i_kak_myi_ne_podelili_basista_14044063,"ВЛОГ с майского концерта: фотосессия, Черемша, и как мы не поделили басиста",,ReParadigma,2026-06-08T11:33:43+03:00,"Рок,Музыканты,Рок-группа,Ижевск,Музыкальная группа,Зумеры,Видео,RUTUBE",tag:зумеры
14042772,https://pikabu.ru/story/zumeryi_nashli_luchshiy_den_chtobyi_uvolitsya_s_rabotyi_14042772,"Зумеры нашли лучший день, чтобы уволиться с работы!",4,Vprazdnik,2026-06-07T22:01:24+03:00,"Юмор,Зумеры,Увольнение,Картинка с текстом,Telegram (ссылка)",tag:зумеры
14041860,https://pikabu.ru/story/vdumaytes_14041860,Вдумайтесь,,KorkaH,2026-06-07T15:10:03+03:00,"Зумеры,Миллениалы,Логарифмическая линейка,Короткопост,Текст",tag:зумеры
14041741,https://pikabu.ru/story/zumeryi_menyayut_pravila_modyi_14041741,ЗУМЕРЫ МЕНЯЮТ ПРАВИЛА МОДЫ,,Trendology,2026-06-07T14:12:13+03:00,"Мода,Одежда,Зумеры,Миллениалы,Тренд,Стиль,Видео,RUTUBE,Длиннопост",tag:зумеры
14041738,https://pikabu.ru/story/otvet_na_post_pokolenie_zumerov_pochti_ne_interesuetsya_alkogolem_14041738,Ответ на пост «Поколение зумеров почти не интересуется алкоголем»,2231,arcticpingvin,2026-06-07T14:11:03+03:00,"СССР,Традиции,Советское кино,Алкоголь,Водка,Алкоголики,Трезвость,Зумеры,Ответ на пост,Волна постов",tag:зумеры
14041710,https://pikabu.ru/story/otvet_na_post_pokolenie_zumerov_pochti_ne_interesuetsya_alkogolem_14041710,Ответ на пост «Поколение зумеров почти не интересуется алкоголем»,62,Agejudge,2026-06-07T13:59:32+03:00,"[моё],СССР,Традиции,Советское кино,Алкоголь,Водка,Алкоголики,Трезвость,Зумеры,Ответ на пост,Текст,Волна постов",tag:зумеры
14041698,https://pikabu.ru/story/otvet_na_post_pokolenie_zumerov_pochti_ne_interesuetsya_alkogolem_14041698,Ответ на пост «Поколение зумеров почти не интересуется алкоголем»,0,13gerc13,2026-06-07T13:56:19+03:00,"СССР,Традиции,Советское кино,Алкоголь,Водка,Алкоголики,Трезвость,Зумеры,Ответ на пост,Текст,Волна постов",tag:зумеры
14041664,https://pikabu.ru/story/za_zumerov_bez_opyita_vozmu_ya_slovo_14041664,За зумеров без опыта возьму я слово...,72,LizaPodliza69,2026-06-07T13:39:24+03:00,"[моё],Мат,Негатив,Работа,Точка зрения,Зумеры,Трудовые будни,Текст,Длиннопост",tag:зумеры
14041480,https://pikabu.ru/story/otvet_na_post_pokolenie_zumerov_pochti_ne_interesuetsya_alkogolem_14041480,Ответ на пост «Поколение зумеров почти не интересуется алкоголем»,0,Аноним,2026-06-07T12:23:53+03:00,"СССР,Традиции,Советское кино,Алкоголь,Водка,Алкоголики,Трезвость,Зумеры,Ответ на пост,Текст,Волна постов",tag:зумеры
14041411,https://pikabu.ru/story/bumeryi_millenialyi_i_zumeryi_v_odnoy_komande_kak_uzhivayutsya_chetyire_pokoleniya_v_ofise_14041411?u=https%3A%2F%2Fpikabu.ru%2Fstory%2Fbumeryi_millenialyi_i_zumeryi_v_odnoy_komande_kak_uzhivayutsya_chetyire_pokoleniya_v_ofise_14041411&t=t&h=f99bd3e1d88cc24a5ab24c3a796d644c1963cb1e&cv=dv&lh=t,"Бумеры, миллениалы и зумеры в одной команде: как уживаются четыре поколения в офисе",27,skorozvon.ru,2026-06-07T12:00:00+03:00,"Бумеры,Зумеры,Офис,Миллениалы,Коллеги,Офисные будни,Трудовые будни,Длиннопост,Блоги компаний",tag:зумеры
14059061,https://pikabu.ru/story/vyi_prodali_dushu_za_prosmotryi__dengi_i_populyarnost_a_teper_udivlyaetes_pochemu_vnutri_vas_pusto_14059061,"«Вы продали душу за просмотры , деньги и популярность. А теперь удивляетесь, почему внутри вас пусто»",,LuckyPhotoS,2026-06-13T15:15:10+03:00,"Интернет,Поколение,Религия,Тора,Вера,Христианство,Испорченность,Душа,Философия,Эмоции,Дофамин,Отношения,Бог,Мудрость,Истина,Правда,Рассуждения,Реальность,Мышление,Внутренний диалог,Длиннопост",tag:поколение
14052119,https://pikabu.ru/story/chto_s_vami_ne_tak_14052119,Что с вами не так?,78,Sherepe,2026-06-11T06:21:54+03:00,"Родители и дети,Поколение,90-е,Дети,Видео,Вертикальное видео",tag:поколение
14039940,https://pikabu.ru/story/skameyka_vremeni_14039940,Скамейка времени,33,AlexFin777,2026-06-06T19:30:00+03:00,"[моё],Контент нейросетей,Детство,Ностальгия,СССР,Книги,Смартфон,Поколение,Детство в СССР,Воспоминания из детства,Взросление,Сравнение",tag:поколение
1,https://pikabu.ru/story/chto_vyi_zapomnili_iz_rasskazov_lyudey_starshego_pokoleniya__1_14036623,Что вы запомнили из рассказов людей старшего поколения - 1,805,Webstrannik1,2026-06-05T15:00:00+03:00,"[моё],Перевел сам,Из сети,Познавательно,Жизненно,Поучительно,Истории из жизни,Поколение,Родители и дети,Текст",tag:поколение
14024968,https://pikabu.ru/story/foto_pokoleniy_neyrosetyu__top6_ii_dlya_semeynyikh_portretov_skvoz_vremya_14024968,Фото поколений нейросетью - ТОП-6 ИИ для семейных портретов сквозь время,,4everScience,2026-06-01T18:18:55+03:00,"Поколение,Промты для нейросетей,Длиннопост",tag:поколение
14013079,https://pikabu.ru/story/udaf_proshchay_14013079,"Удаф, прощай!",,Samsin,2026-05-28T16:30:29+03:00,"Удав,Юмор,Ушло,Горе,Поколение,Короткопост,Текст",tag:поколение
13997558,https://pikabu.ru/story/perekryostki_istorii_13997558,Перекрёстки истории...,5,Zloy42,2026-05-23T11:58:08+03:00,"Мысли,Крик души,Еддс,Служба 112,Поколение,СССР,Россия,Несправедливость,Миллениалы,Бумеры,Разница поколений,Капитализм,Беспредел,Справедливость,Мат,Текст",tag:поколение
13995869,https://pikabu.ru/story/otvet_na_post_a_nado_byilo_skidyivat_to_soobshchenie_lyudyam_13995869,Ответ на пост «А надо было скидывать то сообщение людям...»,4,ixerpopov,2026-05-22T18:49:27+03:00,"Юмор,Скриншот,Грустный юмор,Мат,Mail agent,Ответ на пост,Текст,Ипотека,Поколение,Проблемы поколения,Деньги",tag:поколение
13991655,https://pikabu.ru/story/problema_pokoleniy_13991655,Проблема поколений,540,SamDee,2026-05-21T11:51:33+03:00,"Юмор,Комиксы,Проблемы поколения,Поколение,Современное поколение,Бумер,Зумеры,Наследство,Extrafabulouscomics,Мат",tag:поколение
13974191,https://pikabu.ru/story/otvet_gellagraben_v_pokolenie_13974191,Ответ GellaGraben в «Поколение»,6,BlackFog,2026-05-15T07:42:51+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Волна постов,Зона комфорта,Теща,Ответ на пост,Текст",tag:поколение
13972764,https://pikabu.ru/story/otvet_gellagraben_v_pokolenie_13972764,Ответ GellaGraben в «Поколение»,2,vop46,2026-05-14T16:26:30+03:00,"Конфликт,Взросление,Поколение,Зумеры,Мат,Волна постов,Ответ на пост,Зона комфорта,Текст",tag:поколение
13972275,https://pikabu.ru/story/otvet_okolovsyak_v_pokolenie_13972275,Ответ OKOLOVSYAK в «Поколение»,18,Аноним,2026-05-14T13:23:22+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Волна постов,Ответ на пост,Зона комфорта,Текст",tag:поколение
13971939,https://pikabu.ru/story/otvet_vanioka_v_pokolenie_13971939,Ответ vanioka в «Поколение»,12,aelynnie,2026-05-14T11:38:39+03:00,"Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Волна постов",tag:поколение
13971903,https://pikabu.ru/story/otvet_vanioka_v_pokolenie_13971903,Ответ vanioka в «Поколение»,1338,,2026-05-14T11:27:40+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Волна постов",tag:поколение
13971623,https://pikabu.ru/story/otvet_okolovsyak_v_pokolenie_13971623,Ответ OKOLOVSYAK в «Поколение»,485,GellaGraben,2026-05-14T09:59:54+03:00,"Конфликт,Взросление,Поколение,Зумеры,Мат,Волна постов,Ответ на пост,Зона комфорта,Текст",tag:поколение
13971425,https://pikabu.ru/story/otvet_parkermorris_v_pokolenie_13971425,Ответ parkermorris в «Поколение»,,OKOLOVSYAK,2026-05-14T08:43:44+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Волна постов,Ответ на пост,Зона комфорта,Текст",tag:поколение
13971369,https://pikabu.ru/story/otvet_parkermorris_v_pokolenie_13971369,Ответ parkermorris в «Поколение»,2581,elen.o,2026-05-14T08:21:36+03:00,"Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Волна постов,Повтор,Мемы",tag:поколение
13971278,https://pikabu.ru/story/otvet_vanioka_v_pokolenie_13971278,Ответ vanioka в «Поколение»,21,parkermorris,2026-05-14T07:41:54+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Волна постов",tag:поколение
13971192,https://pikabu.ru/story/otvet_vanioka_v_pokolenie_13971192,Ответ vanioka в «Поколение»,734,user8984735,2026-05-14T07:00:36+03:00,"[моё],Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Короткопост,Волна постов",tag:поколение
13971159,https://pikabu.ru/story/otvet_na_post_pokolenie_13971159,Ответ на пост «Поколение»,3026,vanioka,2026-05-14T06:36:28+03:00,"Конфликт,Взросление,Поколение,Зумеры,Мат,Ответ на пост,Текст,Волна постов",tag:поколение
1618,https://pikabu.ru/story/otvet_na_post_ispugalis_podrostkov_1618_let_oni_vam_konkurentyi_ili_prosto_nagadit_kak_vsegda_ne_poteryannoe_pokolenie_13962339,"Ответ на пост «Испугались подростков 16-18 лет? Они вам конкуренты или просто нагадить, как всегда? НЕ потерянное поколение»",18,Microvilli,2026-05-11T04:22:25+03:00,"Подростки,Колледж,Профессия,Трудный ребенок,Текст,Трудные подростки,Молодежь,Жизнь,Общество,Рассуждения,Поколение,Современное поколение,Воспитание,Родители и дети,Старшее поколение,Взрослые,Ответ на пост",tag:поколение
13959493,https://pikabu.ru/story/novosti_po_filmu_a_woman_in_the_sun_13959493,Новости по фильму A Woman in the Sun,1,HiddenUser1,2026-05-09T22:06:01+03:00,"[моё],Новости кино и сериалов,Фильмы,США,Фотография,Кастинг,Драма,Актеры и актрисы,Роли,Новинки,Новинки кино,Сюжет,Съемки,Рене Зельвегер,Перемены,Возвращение,Дом,Решение,Поколение,Сложность,Проблема",tag:поколение
13956665,https://pikabu.ru/story/genialno_13956665,Гениально,,Аноним,2026-05-08T21:19:35+03:00,"Воспоминания из детства,Детство,Поколение,Детство 90-х,Текст",tag:поколение
14057778,https://pikabu.ru/story/dozhit_do_rassveta_14057778,Дожить до рассвета?,256,NetSpy,2026-06-13T05:11:06+03:00,"Короткие видео,Вертикальное видео,Кот,TikTok,Видео",tag:TikTok
14057271,https://pikabu.ru/story/zabavno_konechno_no_luchshe_byi_nashla_rabotu_14057271,"Забавно, конечно, но лучше бы нашла работу",11,Kuchka70,2026-06-12T21:25:23+03:00,"Супруги,Встреча,Перевоплощение,Киндер-сюрприз,Видео,Вертикальное видео,TikTok",tag:TikTok
14055766,https://pikabu.ru/story/flagfutbol_14055766,Флаг-футбол,13,NetSpy,2026-06-12T11:28:33+03:00,"Короткие видео,Вертикальное видео,Видео,Спортивные девушки,TikTok",tag:TikTok
14055497,https://pikabu.ru/story/zhizn_dana_dlya_togo_chto_byi_ee_prosto_prozhit_14055497,"Жизнь дана для того, что бы ее просто прожить...",5,renatnailovich,2026-06-12T09:59:51+03:00,"Смысл жизни,Грустный юмор,Видео,Вертикальное видео,TikTok",tag:TikTok
14054277,https://pikabu.ru/story/vetnamskiy_davinchi_14054277,Вьетнамский Давинчи,,yisay,2026-06-11T19:35:07+03:00,"[моё],Милота,Юмор,Блогеры,TikTok,Короткие видео,Реакция,YouTube,Ролики,Реклама,Оборудование,Монтажер,Колористика,Продакшн,Постановка,Производство,Медиа,Тиктокеры,Макросъемка,Съемки,Видео",tag:TikTok
14053709,https://pikabu.ru/story/otvet_na_post_prevzoshyol_14053709,Ответ на пост «Превзошёл»,,monol.mon,2026-06-11T15:57:11+03:00,"Короткие видео,Пародия,Видео,Вертикальное видео,TikTok,Политика,Ответ на пост",tag:TikTok
14049879,https://pikabu.ru/story/feminizm_luchshe_podderzhivaet_muzhchin_chem_obyichnyie_zhenshchinyi__14049879,"Феминизм лучше поддерживает мужчин, чем обычные женщины !",351,,2026-06-10T11:00:00+03:00,"[моё],Вертикальное видео,Женщины,TikTok,Мужчины,Феминизм,Свадьба,Муж,Жена,Мат,Видео",tag:TikTok
14049100,https://pikabu.ru/story/pochemu_nuzhno_pristegivatsya_14049100,Почему нужно пристегиваться,11,NetSpy,2026-06-10T05:23:36+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Видео,Аттракцион",tag:TikTok
14047416,https://pikabu.ru/story/dyirka_v_dereve_chuvak_yeto_duplo_14047416,"Дырка в дереве, чувак, это дупло",,olgaperelygina,2026-06-09T14:08:51+03:00,"[моё],Сингл,Музыка,TikTok,Видео,RUTUBE,Короткие видео",tag:TikTok
14046945,https://pikabu.ru/story/na_temu_golosovat_ili_net_14046945,На тему голосовать или нет,483,Skyentropy,2026-06-09T11:40:16+03:00,"Голосование,TikTok,Юмор,Видео,Мат,Политика",tag:TikTok
14046073,https://pikabu.ru/story/stanok_v_dele_bit_na_predele_14046073,"Станок в деле, бит на пределе",13,NetSpy,2026-06-09T05:10:21+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Станок,Видео",tag:TikTok
14045967,https://pikabu.ru/story/kogda_reshil_pokushat_nochyu_14045967,Когда решил покушать ночью,9,Tiktoklife,2026-06-09T01:43:38+03:00,"Животные,TikTok,Морская свинка,Шиншилла,Видео,Вертикальное видео,Короткие видео",tag:TikTok
14044850,https://pikabu.ru/story/instadiva_14044850,Инстадива,12,user8182114,2026-06-08T16:20:39+03:00,"Юмор,Грустный юмор,TikTok,Видео,Вертикальное видео,Короткие видео,Длиннопост",tag:TikTok
14042376,https://pikabu.ru/story/na_odnoy_volne_14042376,На одной волне,581,NetSpy,2026-06-07T18:52:22+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Видео",tag:TikTok
14040769,https://pikabu.ru/story/ne_sdavaysya_14040769,Не сдавайся,205,user8182114,2026-06-07T07:40:29+03:00,"Юмор,Илья Аксенов,Профессиональный юмор,Повтор,TikTok,Видео,Вертикальное видео,Короткие видео",tag:TikTok
14039936,https://pikabu.ru/story/kak_ya_perestanu_zalipat_i_teryat_vechera_14039936,Как я перестану залипать и терять вечера,2,user11895470,2026-06-06T19:28:42+03:00,"Личный опыт,Нервы,Истории из жизни,TikTok,Вопрос,Зависимость,Текст",tag:TikTok
14039160,https://pikabu.ru/story/yeto_video_ona_zakonchila_14039160,Это видео она закончила,14,NetSpy,2026-06-06T13:42:43+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Видео,Сила",tag:TikTok
14039157,https://pikabu.ru/story/brovist_14039157,Бровист,81,user8182114,2026-06-06T13:42:17+03:00,"Юмор,Илья Аксенов,Профессиональный юмор,Видео,Вертикальное видео,TikTok",tag:TikTok
14038943,https://pikabu.ru/story/glaza_14038943,Глаза!,382,GhostAGGA,2026-06-06T12:14:30+03:00,"Короткие видео,Вертикальное видео,Со звуком,Дети,Негры,Голубые глаза,Взгляд,Песня,Пение,Смотреть со звуком,Видео,TikTok,Улыбка",tag:TikTok
14038809,https://pikabu.ru/story/tamozhnya_14038809,Таможня,7,user8182114,2026-06-06T11:26:49+03:00,"Юмор,TikTok,Видео,Вертикальное видео",tag:TikTok
14038544,https://pikabu.ru/story/navesti_suetu_okhota_14038544,Навести суету охота,475,NetSpy,2026-06-06T09:46:23+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Видео,Кот",tag:TikTok
14037455,https://pikabu.ru/story/i_slova_ne_vse_ponyatnyi_14037455,И слова не все понятны,,sokol.pustelga,2026-06-05T20:19:16+03:00,"[моё],Политика,Юмор,Мемы,Дмитрий Песков,Зумеры,TikTok,Свидание,Видео,Короткие видео,Vk Клипы",tag:TikTok
14033713,https://pikabu.ru/story/dveri_nam_ne_pomekha_14033713,Двери нам не помеха,811,NetSpy,2026-06-04T16:02:15+03:00,"Короткие видео,Вертикальное видео,Юмор,TikTok,Кот,Сфинкс,Видео",tag:TikTok
14033491,https://pikabu.ru/story/otvet_na_post_ostalsya_odin_doma_ostalnyie_ubezhali_14033491,Ответ на пост «Остался один дома (остальные убежали)»,102,CodyRU,2026-06-04T14:44:28+03:00,"Короткие видео,Вертикальное видео,Юмор,Видео,Один дома (фильм),TikTok,ТЦК,Сцена из фильма,Бусик,Мобилизация,Политика,Короткопост,Ответ на пост,Текст",tag:TikTok
2,https://pikabu.ru/story/retsept_na_bronyu_iz_unikalnyikh_kolets_i_puteshestvie_na_vostok_v_path_of_exile_2_14058718,Рецепт на броню из уникальных колец и Путешествие на восток в Path of Exile 2,0,PathOfExile2,2026-06-13T13:10:24+03:00,"[моё],Path of Exile 2,Компьютерные игры,Онлайн-игры,Игры,Path of Exile,Новости игрового мира,Геймеры,Arpg,Мультиплеер,Видеоигра,Видео,YouTube,Короткие видео,Стрим,Видео ВК,Telegram (ссылка),Игровые обзоры,Youtube Shorts",tag:шортсы
14058260,https://pikabu.ru/story/minutnyiy_zaryad_14058260,Минутный заряд,2,mardrake,2026-06-13T10:16:45+03:00,"[моё],DJ,YouTube (ссылка),Youtube Shorts,Видео,YouTube,Короткие видео",tag:шортсы
14058203,https://pikabu.ru/story/minutnyiy_zaryad_14058203,Минутный заряд,,mardrake,2026-06-13T09:53:46+03:00,"[моё],Электронная музыка,Техно,DJ,Youtube Shorts,Рейв,Видео,YouTube,Короткие видео",tag:шортсы
14034471,https://pikabu.ru/story/dofaminovyiy_zalog__yeto_dividend_tvoego_neyrosetevogo_opekuna_14034471,ДОФАМИНОВЫЙ ЗАЛОГ — ЭТО ДИВИДЕНД ТВОЕГО НЕЙРОСЕТЕВОГО ОПЕКУНА,4,EntropiaZero,2026-06-04T20:51:32+03:00,"Информационная безопасность,Таргетинг,Youtube Shorts,Интернет вещей,Контроль разума,Видео,YouTube,Короткие видео,Длиннопост",tag:шортсы
14018593,https://pikabu.ru/story/podborka_aziatskoy_literaturyi_14018593,Подборка азиатской литературы,,nikitamina,2026-05-30T13:24:21+03:00,"[моё],Telegram каналы,Youtube Shorts,Книги,Современная проза,Современная литература,Посоветуйте книгу,Что почитать?,Видео,YouTube",tag:шортсы
5,https://pikabu.ru/story/top_5_starterov_dlya_novoy_ligi_v_path_of_exile_2__050_bildyi__poe_2_vozvrashchenie_drevnikh_14013483,ТОП 5 СТАРТЕРОВ ДЛЯ НОВОЙ ЛИГИ В PATH OF EXILE 2 | 0.5.0 БИЛДЫ | POE 2 ВОЗВРАЩЕНИЕ ДРЕВНИХ,,PathOfExile2,2026-05-28T19:00:00+03:00,"[моё],Path of Exile 2,Компьютерные игры,Онлайн-игры,Игры,Path of Exile,Новости игрового мира,Геймеры,Arpg,Мультиплеер,Видеоигра,Видео,YouTube,Короткие видео,Стрим,Видео ВК,Telegram (ссылка),Игровые обзоры,Youtube Shorts",tag:шортсы
14001892,https://pikabu.ru/story/avtomekhaniki_14001892,Автомеханики,64,4everDrunk,2026-05-25T01:25:46+03:00,"Видео,Автомеханик,Авто,Юмор,Fail,Youtube Shorts,Подборка,Вертикальное видео,Короткие видео",tag:шортсы
13999923,https://pikabu.ru/story/otvet_na_post_dorogaya_krestyanka_13999923,Ответ на пост «Дорогая крестьянка»,13,Txtexe,2026-05-24T10:41:16+03:00,"Из сети,Юмор,Картинка с текстом,Богема,Элита,YouTube,Youtube Shorts,Стоимость,Видео,Ответ на пост",tag:шортсы
13980309,https://pikabu.ru/story/him__serenade_of_the_abyss_13980309,HIM - Serenade of the abyss,,user9415094,2026-05-17T13:24:32+03:00,"[моё],Him,Вилле вало,Metal,Gothic Metal,Готик-рок,YouTube,Youtube Shorts,Видео,Короткие видео",tag:шортсы
13959366,https://pikabu.ru/story/u_kazhdogo_iz_nas_est_udachnoe_foto_13959366,У каждого из нас есть удачное фото,159,razbiralochka,2026-05-09T21:03:50+03:00,"Вертикальное видео,Алексей,Популярность,Youtube Shorts,Видео,Короткие видео",tag:шортсы
13954185,https://pikabu.ru/story/otvet_na_post_normalno_vyidal_bazu_13954185,Ответ на пост «......нормально выдал базу...»,9,ComradeDOS,2026-05-08T07:27:29+03:00,"Религия,Youtube Shorts,Станислав Дробышевский,Видео,YouTube,Короткие видео,Ответ на пост",tag:шортсы
107,https://pikabu.ru/story/kitay_dognal_ameriku_v_kvantovoy_gonke_otkazoustoychivost_na_107_kubitakh_13937795,Китай догнал Америку в квантовой гонке: отказоустойчивость на 107 кубитах!,6,XenonLab,2026-05-02T15:55:12+03:00,"Кубит,Китай,Наука,Технологии,Физика,Прорыв,Будущее,Hightech,Инновации,Youtube Shorts,Видео,Вертикальное видео",tag:шортсы
12057632,https://pikabu.ru/story/damochki_prisazhivaytes_12057632,"Дамочки, присаживайтесь",,DELETED,2024-11-24T18:15:11+03:00,"Видеочат,Skibidichallenge,Видео,Без звука,Вертикальное видео",tag:скибиди
12043106,https://pikabu.ru/story/pov_b_patronyi_konchilis_12043106,Пов: б## патроны кончились,,leodan050515,2024-11-20T18:13:37+03:00,"Еда,Skibidichallenge,Текст",tag:скибиди
11171811,https://pikabu.ru/story/skibidi_11171811,Скибиди,,KudrashkaUU,2024-02-27T02:10:22+03:00,"Lowcost cosplay,Skibidichallenge",tag:скибиди
11023376,https://pikabu.ru/story/skibidi_sigmyi_11023376,Скибиди сигмы,,DeadlyRevva,2024-01-14T18:02:53+03:00,"[моё],Сигма,Слово пацана (сериал),Райан Гослинг,Уолтер Уайт,Skibidichallenge,Длиннопост",tag:скибиди
10830293,https://pikabu.ru/story/shaylushay_otkuda_vzyalsya_mem_i_personazh__10830293,Шайлушай. Откуда взялся мем и персонаж ?,,Sice55,2023-11-15T16:48:07+03:00,"Смурфики,Skibidichallenge,Дети,Родители и дети,Детский контент,Видео,YouTube,Длиннопост",tag:скибиди
10792637,https://pikabu.ru/story/tualet_na_flote_nazyivaetsya_galyun_10792637,"Туалет на флоте называется ""гальюн""...",,rentgencomics,2023-11-02T17:10:41+03:00,"Скибиди па-па,Skibidichallenge,Мемы,Туалет,Туалетный юмор",tag:скибиди
10702454,https://pikabu.ru/story/shkibidi_tualet_10702454,Шкибиди туалет,,Game0ver1,2023-10-03T06:38:52+03:00,"Юмор,Мемы,Skibidichallenge,Видео",tag:скибиди
10532155,https://pikabu.ru/story/vyi_smotreli_skibidi_tualet_10532155,Вы смотрели скибиди туалет?,,user7366569,2023-08-05T10:47:24+03:00,"Skibidichallenge,YouTube,Youtube Shorts,Видео",tag:скибиди
6938678,https://pikabu.ru/story/nastroenie_na_tselyiy_den_obespecheno_6938678,Настроение на целый день обеспечено,,Daleros,2019-09-19T11:08:36+03:00,"Little Big,Пикачу,Skibidichallenge,Видео",tag:скибиди
6923356,https://pikabu.ru/story/skibidi_romantic_cover_6923356,Skibidi (romantic cover),,RobertMurtazin,2019-09-11T11:38:30+03:00,"[моё],Skibidichallenge,Little BIG,Илья Прусикин,Клип,Музыка,Певцы,Видео",tag:скибиди
2019,https://pikabu.ru/story/v_ramkakh_e3_2019_na_stsene_ubisoft_stantsevali_skibidi_gruppyi_little_big_6753694,В рамках E3 2019 на сцене Ubisoft станцевали Skibidi группы Little Big,,D1aMAX,2019-06-11T07:23:30+03:00,"E3 2019,Little BIG,Skibidichallenge,Just Dance,Ubisoft,Видео,Длиннопост",tag:скибиди
6704493,https://pikabu.ru/story/yevolyutsiya_6704493,Эволюция,,o141ca,2019-05-15T18:58:27+03:00,"Работа,Эволюция,Skibidichallenge",tag:скибиди
6695004,https://pikabu.ru/story/kak_yeto_razvidet_i_razslyishat_6695004,Как это развидеть и разслышать?,,Minimult,2019-05-10T15:37:23+03:00,"Пикачу,Детектив Пикачу,Skibidichallenge,Видео",tag:скибиди
6683570,https://pikabu.ru/story/skibidi_new_street_childrens_version__6683570,Скибиди. (new street children's version) :-),10,evgen55omsk,2019-05-04T04:51:20+03:00,"Skibidichallenge,Дети,Танцы,Юмор,Камера фиксации,Видео,Омск",tag:скибиди
6660188,https://pikabu.ru/story/kogda_khayp__yeto_ne_tvoyo_6660188,Когда хайп — это не твоё,275,Punkrocker,2019-04-21T19:42:18+03:00,"[моё],Skibidichallenge,Современное поколение,Текст,Дети,Истории из жизни",tag:скибиди
6608400,https://pikabu.ru/story/skibidi_tanetsanimatsiya_6608400,Скибиди танец(анимация),,Niko29,2019-03-30T10:47:14+03:00,"[моё],Skibidichallenge,Опять скибиди,Little BIG,Анимация,Видео",tag:скибиди
6601195,https://pikabu.ru/story/skibidi_6601195,СКИБИДИ,,Shuichi,2019-03-27T09:03:58+03:00,"Ленин,Skibidichallenge,Танцы",tag:скибиди
6584371,https://pikabu.ru/story/vyiboryi_blizko_6584371,Выборы близко...,,BombitoPucano,2019-03-20T00:08:34+03:00,"[моё],Илья Прусикин,Республика Беларусь,Александр Лукашенко,Усы,Little Big,Годзилла,Skibidichallenge",tag:скибиди
6584211,https://pikabu.ru/story/skibidi_metal_cover_6584211,SKIBIDI METAL COVER,,derik3030,2019-03-19T22:39:26+03:00,"Skibidichallenge,Cover,Metal,Кавер,Металл,Видео",tag:скибиди
6580447,https://pikabu.ru/story/little_big__skibidi_romantic_edition_6580447,LITTLE BIG — SKIBIDI (Romantic Edition),,6LeBoTa.KawaLoTa,2019-03-18T12:50:58+03:00,"Little BIG,Клип,Видео,Музыка,Skibidichallenge",tag:скибиди
6575840,https://pikabu.ru/story/syinu_zadali_yesse_6575840,Сыну задали эссе,,Alexsmirnoff,2019-03-16T09:07:19+03:00,"[моё],Сочинение,Художник,Эссе,Skibidichallenge,Длиннопост",tag:скибиди
6523151,https://pikabu.ru/story/ostap_bender_tantsuet_skibidi_6523151,Остап Бендер танцует Skibidi,,ZHULDYBIN,2019-02-21T19:28:55+03:00,"Остап Бендер,Андрей Миронов,Skibidichallenge,Видео",tag:скибиди
1919,https://pikabu.ru/story/vecherniy_urgant_skibidi_1919_6482300,Вечерний Ургант. Скибиди 1919,,GeoMorochev,2019-02-05T16:04:38+03:00,"Вечерний Ургант,Skibidichallenge,Little BIG,Видео",tag:скибиди
13815923,https://pikabu.ru/story/dve_tupyie_kuritsyi_13815923,Две тупые курицы,,user11675976,2026-03-24T19:15:47+03:00,"Мое отношение,Дуры,Сигма,Сигма Бой,Американский психопат,Текст",tag:сигма
13543723,https://pikabu.ru/story/grinch_pk_13543723,Гринч ПК,,user10512965,2025-12-27T21:14:38+03:00,"[моё],Сигма,Оперативная память,Cyberpunk 2077",tag:сигма
13343402,https://pikabu.ru/story/yeto_moya_dakimakura_takikh_dakimakur_mnogo_no_yeta__moya_moya_dakimakura__moy_luchshiy_drug_ona__moya_zhizn_13343402,"Это моя дакимакура. Таких дакимакур много, но эта — моя. Моя дакимакура — мой лучший друг. Она — моя жизнь",269,starpony,2025-10-30T07:05:42+03:00,"Контент нейросетей,Аниме,Аниме мемы,Нейровидео,Анимешники,Дакимакура,Сигма,Видео",tag:сигма
13213410,https://pikabu.ru/story/sigmyi_na_meste_13213410,Сигмы на месте?,,user7774733,2025-09-23T21:20:25+03:00,"Сигма,Юмор,Видео,Вертикальное видео",tag:сигма
