post_id,url,title,rating,author,published,tags,source
13156715,https://pikabu.ru/story/palochka_13156715,ПАЛОЧКА,,VictoriaCapuchin,2025-09-07T00:08:45+03:00,"[моё],Юмор,Щенки,Позитив,Сигма,Видео,Собака,Ауф,Вайб,Warcraft,Настроение,YouTube,Короткие видео",tag:сигма
13152182,https://pikabu.ru/story/davayte_nazyivat_strannyikh_mobov_klichkoy_barsik_13152182,"Давайте называть странных мобов кличкой ""Барсик""",1,user10512965,2025-09-05T14:58:37+03:00,"Флешмоб,Кот,Сигма",tag:сигма
12914473,https://pikabu.ru/story/sigmavolk_12914473,Сигма-волк,4,DjonnyDuster,2025-07-03T11:00:12+03:00,"[моё],Ну погоди!,Сигма Бой,Сигма",tag:сигма
12861810,https://pikabu.ru/story/vopros_12861810,Вопрос,,Goyda777,2025-06-19T21:54:25+03:00,"Игры,Сигма,Doom,Текст",tag:сигма
12801138,https://pikabu.ru/story/vot_yeto_sila_voli_12801138,Вот это сила воли,3,AlexHyp123,2025-06-03T18:52:38+03:00,"Сюжет,Сигма,Видео,Короткие видео,ВКонтакте (ссылка)",tag:сигма
12795920,https://pikabu.ru/story/sigma_12795920,Сигма,7,XodKot,2025-06-02T13:41:49+03:00,"Юмор,Картинка с текстом,Мемы,Картинки,Сигма,Диалог",tag:сигма
12704270,https://pikabu.ru/story/ot_nulya_do_geroev__odna_butyilka_12704270,От нуля до героев — одна бутылка,14,DELETED,2025-05-09T20:08:49+03:00,"Юмор,Сигма,Алкоголики,Бойцы,Алкоюмор,Алкоголизм,Бойцы невидимого фронта,Видео,Вертикальное видео",tag:сигма
12668411,https://pikabu.ru/story/svin_bosya__yeto_sigma__audio__fanfik_12668411,Свин Бося . Это СИГМА... . Аудио . Фанфик,,user8782228,2025-04-30T06:38:35+03:00,"[моё],Сигма,Фэнтези,Девушки,Аудио,Фанфик,Видео",tag:сигма
12666531,https://pikabu.ru/story/setevyie_sigmyi_kak_poslednyaya_nadezhda__statya_ne_dlya_normisov_12666531,"Сетевые сигмы, как последняя надежда : статья не для нормисов",,user6855793,2025-04-29T16:15:24+03:00,"[моё],Мудрость,Человек,Общество,Сигма Бой,Сигма,Гипноз,Эриксоновский гипноз,Фрейдизм,Этология,Нейробиология,Сказка для взрослых,Публицистика,Вопрос,Спроси Пикабу,Длиннопост,Каннибализм",tag:сигма
12538629,https://pikabu.ru/story/kak_byit_dzhentelmenom_12538629,Как быть джентельменом,16,Cattyr,2025-03-27T09:55:51+03:00,"Азиаты,Короткие видео,Telegram (ссылка),Джентльмены,Юмор,Грустный юмор,Неудачное свидание,Реакция,Мемы,Неожиданно,Постановка,Сигма,Видео",tag:сигма
12460955,https://pikabu.ru/story/yeto_lider_svobodnogo_mira_a_ne_kakoyto_sigmaboy_12460955,"Это лидер ""свободного мира"", а не какой-то сигма-бой!",57,indus3alization,2025-03-07T08:24:25+03:00,"Политика,Переговоры,Эммануэль Макрон,Франция,Париж,Ирония,Сарказм,Забавное,Анекдот,Неожиданно,Обработка фотографий,Фотошоп мастер,Юмор,Странный юмор,Мемы,Политическая сатира,Сигма Бой,Сигма",tag:сигма
12452471,https://pikabu.ru/story/8_marta_12452471,8 марта,,user10101608,2025-03-05T00:08:16+03:00,"Эщкере,Пасхалка,Сигма",tag:сигма
12442468,https://pikabu.ru/story/mirovaya_politika_12442468,Мировая политика,,VladKunyakin2.0,2025-03-02T16:14:02+03:00,"Политика,Дружба,Владимир Путин,Дональд Трамп,Владислав Поздняков,Школа,Альфа,Сигма,Мат",tag:сигма
12435728,https://pikabu.ru/story/tramp_vs_zelenskiy_a_chto_putin_12435728,Трамп VS Зеленский. А что Путин?,8176,VladKunyakin2.0,2025-03-01T10:56:10+03:00,"Политика,Владимир Путин,План Путина,Дональд Трамп,Владимир Зеленский,Сигма",tag:сигма
12381773,https://pikabu.ru/story/filosofiya_sigma_boy_12381773,Философия Sigma Boy,,DELETED,2025-02-15T14:34:49+03:00,"RUTUBE,Православие,Христианство,Религия,Староверы,Sigma,Сигма Бой,Сигма,Общество,Тренд,Поп-музыка,Видео",tag:сигма
12367995,https://pikabu.ru/story/sigmakhuigma_12367995,Сигма-хуигма,2,Аноним,2025-02-12T10:12:49+03:00,"Сигма Бой,Сигма,TikTok,Мат",tag:сигма
12364430,https://pikabu.ru/story/skuf_skufidon_12364430,"Скуф, скуфидон",1,AlexBorg,2025-02-11T12:15:52+03:00,"Сигма Бой,Сигма,Скуфы,Мемы,Юмор,Короткие видео,Вертикальное видео,Неожиданно,Видео",tag:сигма
12358884,https://pikabu.ru/story/kak_pesnya_sigma_boy_vyizvala_politicheskiy_psikhoz_12358884,"Как песня ""Сигма Бой"" вызвала политический психоз",,Mr.Evdokimov,2025-02-10T00:19:53+03:00,"[моё],Сигма,Сигма Бой,Политика,Истерия,Мемы,Короткие видео,Президент,Россия и Украина,Видео,Вертикальное видео",tag:сигма
12337669,https://pikabu.ru/story/a_ya_dovolnaya_12337669,А я довольная,,DELETED,2025-02-04T17:42:34+03:00,"Сигма,Песня,Тренд,Музыка,Видео,Вертикальное видео,Короткие видео",tag:сигма
12317229,https://pikabu.ru/story/segodnya_dnyukha_u_samogo_znatnogo_sigmaboya_12317229,Сегодня днюха у самого знатного Сигмабоя,12,AlexBorg,2025-01-30T18:22:55+03:00,"Сигма Бой,Сигма,Sigma,Кристиан Бейл,Американский психопат,Видео,Вертикальное видео,Короткие видео",tag:сигма
14035785,https://pikabu.ru/story/sigma_14035785,Сигма,9,Lotsp,2026-06-05T10:17:31+03:00,"[моё],Картинка с текстом,Странный юмор,Картинки,Ирина Аллегрова,Сигма Бой,Шальная императрица,Рисунок",tag:сигма бой
13738791,https://pikabu.ru/story/v_gosdume_ne_podderzhali_ideyu_zapreta_pesni_sigma_boy_13738791,В Госдуме не поддержали идею запрета песни «Сигма бой»,1,fthgfyujhft,2026-02-28T17:31:45+03:00,"Сигма Бой,Госдума,Чиновники,Запрет,Депутаты,Политика",tag:сигма бой
13718069,https://pikabu.ru/story/evropeyskie_strakhi_13718069,Европейские страхи,616,Ignatbrat,2026-02-22T11:14:46+03:00,"Скриншот,Политика,X (Twitter),Бред,Олимпийские Игры,Русофобия,Сигма Бой",tag:сигма бой
13634487,https://pikabu.ru/story/segodnya_den_rozhdeniya_u_pevitsyi_betsytoy_samoy_kotoraya_s_drugoy_devochkoy_pela_sigma_boy_13634487,Сегодня день рождения у певицы Betsy(той самой которая с другой девочкой пела Сигма бой),,user7236099,2026-01-27T00:01:26+03:00,"День рождения,Сигма Бой,Певцы",tag:сигма бой
13617866,https://pikabu.ru/story/otvet_na_post_chto_takoe_sigma_13617866,"Ответ на пост «Что такое ""Сигма""»",42,fathergorry,2026-01-21T16:58:41+03:00,"[моё],Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст,Ответ на пост",tag:сигма бой
13607350,https://pikabu.ru/story/otvet_na_post_chto_takoe_sigma_13607350,"Ответ на пост «Что такое ""Сигма""»",25,DemonZX,2026-01-18T13:10:15+03:00,"Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст,Ответ на пост",tag:сигма бой
13606266,https://pikabu.ru/story/chto_takoe_sigma_13606266,"Что такое ""Сигма""",4291,Denethor.II,2026-01-18T02:38:27+03:00,"[моё],Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст",tag:сигма бой
13359125,https://pikabu.ru/story/sigma_boy_13359125,Сигма бой,5,ravenmende,2025-11-03T16:33:45+03:00,"Юмор,Мемы,Сигма Бой,Альфа-самец,Альфа,Собака,Бродячие собаки",tag:сигма бой
13265559,https://pikabu.ru/story/kazhdaya_devchonka_khochet_tantsevat_s_toboy_13265559,Каждая девчонка хочет танцевать с тобой,,Mavf,2025-10-08T14:18:53+03:00,"[моё],Сигма Бой,Имена,Длиннопост",tag:сигма бой
13050613,https://pikabu.ru/story/russkaya_myagkaya_sila_13050613,Русская мягкая сила,110,Ignatbrat,2025-08-08T05:09:41+03:00,"Политика,Скриншот,X (Twitter),Дичь,Русофобия,TikTok,Сигма Бой,Юмор,Мемы",tag:сигма бой
12991355,https://pikabu.ru/story/neozhidanno_v_afrike_12991355,Неожиданно в Африке,2281,IZUM27,2025-07-23T04:19:51+03:00,"Сигма Бой,Африка,Кения,Дети,Видео,Вертикальное видео,Короткие видео",tag:сигма бой
12991320,https://pikabu.ru/story/prodolzhenie_posta_vot_yeto_ya_nazyivayu_klientorentirovannost_12991320,Продолжение поста «Вот это я называю  клиенторентированность»,,WindoW.MakeR,2025-07-23T03:24:57+03:00,"Сигма Бой,Тиктокеры,Фильмы,Кинотеатр,Вопрос,Ответ на пост,Текст",tag:сигма бой
12991299,https://pikabu.ru/story/otvet_na_post_vot_yeto_ya_nazyivayu_klientorentirovannost_12991299,Ответ на пост «Вот это я называю  клиенторентированность»,,WindoW.MakeR,2025-07-23T02:51:30+03:00,"Танцы,Съемки,Сигма Бой,Тиктокеры,Вертикальное видео,Ответ на пост,Текст",tag:сигма бой
12985737,https://pikabu.ru/story/vot_yeto_ya_nazyivayu_klientorentirovannost_12985737,Вот это я называю  клиенторентированность,3124,AltynKG,2025-07-21T16:51:08+03:00,"Видео,Танцы,Съемки,Сигма Бой,Тиктокеры,Вертикальное видео",tag:сигма бой
12848125,https://pikabu.ru/story/sektor_gaza_vs_betsy_i_mariya_yankovskaya__sigma_muzhik_mashup_12848125,Сектор газа VS Betsy и Мария Янковская - Сигма Мужик [MashUp],7,Covermeister,2025-06-16T13:44:00+03:00,"Музыка,Mashup,Сектор Газа (группа),Сигма Бой,Видео,Видео ВК,YouTube",tag:сигма бой
12831239,https://pikabu.ru/story/kollektivnyiy_razum_v_kino_kak_massovoe_podsoznanie_vyichislyaet_budushchee_12831239,Коллективный разум в кино: как массовое подсознание вычисляет будущее,2,user10830629,2025-06-11T16:02:48+03:00,"[моё],Коллективный разум,Блогеры,Искусственный интеллект,Биткоины,Голливуд,Сигма Бой,ФБР,Протестантизм,Длиннопост",tag:сигма бой
12825426,https://pikabu.ru/story/dobryiy_skynet_12825426,Добрый SKYNET,1,user10830629,2025-06-10T02:13:15+03:00,"[моё],Искусственный интеллект,Мелкая моторика,Мышечная память,Статистика,Усреднение,Сигма Бой,Длиннопост",tag:сигма бой
12795918,https://pikabu.ru/story/skufomyen_on_zhe_sigmabat_12795918,"Скуфо-мэн, он же Сигма-бать",12,zipuzip,2025-06-02T13:41:18+03:00,"[моё],Скуфы,Сигма Бой,Грусть,Нейромузыка,Лирика,Кризис среднего возраста,Песня,Видео",tag:сигма бой
12742138,https://pikabu.ru/story/otvet_na_post_pokolenie_alfa_12742138,Ответ на пост «Поколение Альфа»,6,Ozzy.N,2025-05-19T17:03:58+03:00,"Сигма Бой,Современное поколение,Текст,Волна постов,Ответ на пост",tag:сигма бой
12728736,https://pikabu.ru/story/yey_gulyay_muzhik__sigmasigma_boy_12728736,Эй Гуляй мужик - Сигма-сигма бой,5,0perK0T,2025-05-16T04:39:31+03:00,"Видеомонтаж,Юмор,Клип,Пародия,Музыка,Монтаж,Mashup,Сектор Газа (группа),Сигма Бой,Смотреть со звуком,Кавер,Странный юмор,Видео",tag:сигма бой
14054273,https://pikabu.ru/story/nu_chto_zhzhzh_prinimayte_v_ligu_ulya_14054273,"Ну что жжж. Принимайте в лигу, #уля",,GdeJa.blet,2026-06-11T19:33:56+03:00,"[моё],Отношения,Скуфы,Мат",tag:скуф
14049811,https://pikabu.ru/story/vozrastnoe_14049811,Возрастное,189,VikaSinichkina,2026-06-10T10:36:51+03:00,"[моё],Возраст,Скуфы,Юмор,Текст",tag:скуф
14048337,https://pikabu.ru/story/koroche_kak_podkatit_k_altushke_14048337,"Короче ,как подкатить к Альтушке",3,dapo,2026-06-09T19:59:08+03:00,"Альтушки,Скуфы,Текст",tag:скуф
14043695,https://pikabu.ru/story/utro_ponedelnika_14043695,Утро понедельника,5,DenNik1974,2026-06-08T09:35:52+03:00,"Контент нейросетей,Понедельник,Мемы,Скуфы",tag:скуф
14043440,https://pikabu.ru/story/valera_skuf_protiv_velikanov_14043440,Валера скуф против великанов,1,NikaMi34,2026-06-08T08:02:38+03:00,"Реклама,ЗОЖ,Диета,Великан,Правильное питание,Скуфы,Видео,Вертикальное видео",tag:скуф
14042238,https://pikabu.ru/story/luchshiy_kvas_v_strane_14042238,Лучший квас в стране,,user6019237,2026-06-07T17:48:37+03:00,"[моё],Картинка с текстом,Картинки,Юмор,Квас,Люди,Спор,Мужчины и женщины,Скуфы,Правда,Чувашия",tag:скуф
14035703,https://pikabu.ru/story/znay_vraga_v_litso_shadaev_14035703,Знай врага в лицо: Шадаев,2881,G.Rafiq,2026-06-05T09:53:50+03:00,"Политика,Информатика,Мошенничество,Скуфы,Информационная безопасность,Государство,Шадаев Максут,Негатив",tag:скуф
2007,https://pikabu.ru/story/ne_nu_a_samom_dele_pochemu_khotyat_2007_14034943,"Не, ну а самом деле почему хотят 2007?",,QuaesitorNovi,2026-06-05T01:01:09+03:00,"Музыка,Мат,90-е,Дария Ставрович,Дискотека Авария,Жанна Фриске,Панки,Скуфы,Видео,Видео ВК,Короткие видео,Длиннопост",tag:скуф
14032986,https://pikabu.ru/story/otvet_prostoyouzer_v_dvadtsatiletnie_devushki_lyubyat_sorokaletnikh_muzhikov_14032986,Ответ Prostoyouzer в «Двадцатилетние девушки любят сорокалетних мужиков»,40,cxell,2026-06-04T11:55:15+03:00,"Война полов,Женщины,Мужчины,Волна постов,Мат,Скуфы,Любовь,Разность,Разница в возрасте,Ответ на пост,Текст",tag:скуф
14032135,https://pikabu.ru/story/otvet_room641a_v_dvadtsatiletnie_devushki_lyubyat_sorokaletnikh_muzhikov_14032135,Ответ Room641A в «Двадцатилетние девушки любят сорокалетних мужиков»,2408,Prostoyouzer,2026-06-04T06:26:42+03:00,"[моё],Война полов,Женщины,Мужчины,Волна постов,Мат,Скуфы,Любовь,Разность,Разница в возрасте,Ответ на пост,Текст",tag:скуф
14030893,https://pikabu.ru/story/altushki_dlya_skufa_14030893,Альтушки для скуфа,9,i.skuff,2026-06-03T17:33:23+03:00,"Жизнь,Короткопост,Альтушки,Скуфы,Текст",tag:скуф
14029968,https://pikabu.ru/story/novyiy_artobekt_v_parke_galitskogo_krasnodar_14029968,Новый арт-объект в парке Галицкого Краснодар,8,DimasKolbas,2026-06-03T12:24:38+03:00,"[моё],Самурай,Скуфы,Парк Галицкого,Парк Краснодар,Краснодар,Японский сад,Длиннопост",tag:скуф
14028091,https://pikabu.ru/story/otvet_na_post_leto_opyat_podkralos_14028091,Ответ на пост «Лето опять подкралось»,96,agafon.aga,2026-06-02T19:04:22+03:00,"Неожиданно,Лето,Похудение,В другой раз,Юмор,Сумо,Скуфы,Сумоисты,Жизненно,Кость широкая,Полнота,Лишний вес,Каждый раз так,Каждый раз,Следующий раз,И так каждый год,Мемы,Картинка с текстом,Ответ на пост",tag:скуф
14025936,https://pikabu.ru/story/leto_opyat_podkralos_14025936,Лето опять подкралось,181,sumoTV,2026-06-02T05:00:00+03:00,"[моё],Неожиданно,Лето,Похудение,В другой раз,Юмор,Сумо,Скуфы,Сумоисты,Жизненно,Кость широкая,Полнота,Лишний вес,Каждый раз так,Каждый раз,Следующий раз,И так каждый год,Мемы,Картинка с текстом",tag:скуф
14022295,https://pikabu.ru/story/vot_i_podros_14022295,Вот и подрос),1,descketh,2026-05-31T21:17:01+03:00,"Посты на Пикабу,Скуфы,Приветствие",tag:скуф
14019206,https://pikabu.ru/story/mastkhyev_dlya_lyubogo_uvazhayushchego_sebya_bumera_14019206,Мастхэв для любого уважающего себя бумера,11,xengg,2026-05-30T17:59:00+03:00,"Стул,Возраст,Бумер,Юмор,Скуфы,Взросление,Табуретка,Удобство,Процесс,Залипалка,Природа,Отдых,Видео,Вертикальное видео,Короткие видео",tag:скуф
14017443,https://pikabu.ru/story/luchshie_ochki_ps5_vr2_i_kakie_igryi_14017443,Лучшие очки PS5 VR2 и какие игры...?,2,Tiranozavr.60,2026-05-30T01:24:57+03:00,"Vr game,Playstation VR2,Playstation 5,Playstation,Игровая приставка,Консоли,Скуфы",tag:скуф
14012397,https://pikabu.ru/story/yeto_realno_ili_net_14012397,Это реально? или нет?,,Аноним,2026-05-28T12:47:13+03:00,"Мужчины и женщины,Психология,Развод (расторжение брака),Обсуждение,Физкультура,Рассуждения,Разведенка с прицепом,Смысл жизни,Алименты,Проблемы в отношениях,Скуфы,Кредит,Ипотека,Равноправие,Измена,Текст",tag:скуф
14004872,https://pikabu.ru/story/molodaya_studentka_vlyubilas_v_skufa_iz_pikabu_s_pervogo_vzglyada_no_zhizn_ego_k_takoy_razvyazke_ne_gotovila_14004872,"Молодая студентка влюбилась в скуфа из Пикабу с первого взгляда, но жизнь его к такой развязке не готовила",249,user6681173,2026-05-25T22:57:01+03:00,"Отношения,Любовь с первого взгляда,Неожиданно,Юмор,Короткие видео,Скуфы,Альтушки,Видео,Вертикальное видео,Instagram",tag:скуф
14000321,https://pikabu.ru/story/stolb_skuf_14000321,Столб скуф,9,mazlow,2026-05-24T13:02:49+03:00,"Контент нейросетей,Столб,Скуфы,Прическа,Очки",tag:скуф
13998516,https://pikabu.ru/story/ne_uspel_k_letu_pokhudet_13998516,Не успел к лету похудеть,5,Waffanculo,2026-05-23T18:40:52+03:00,"Картинки,Мемы,Картинка с текстом,Юмор,Похудение,Скуфы,Жир,Свежее",tag:скуф
13984737,https://pikabu.ru/story/vyibor_devushek_13984737,Выбор девушек,213,akatosh199512,2026-05-19T00:36:46+03:00,"Вертикальное видео,Короткие видео,Мужчины,Качок,Скуфы,Опрос,Видео",tag:скуф
13984514,https://pikabu.ru/story/anzhumannya_ot_skufa_s1pilot_13984514,"Анжумання от скуфа, s1pilot",8,Graak,2026-05-18T22:13:16+03:00,"[моё],Похудение,Меняемся,Анжуманя,Спорт,Скуфы,Челлендж,Физкультура,Видео,Короткие видео,Длиннопост,Мат",tag:скуф
13956718,https://pikabu.ru/story/a_zabavnyie_u_nikh_byili_multiki_13956718,А забавные у них были  мультики...,7,Kuchka70,2026-05-08T21:37:56+03:00,"Контент нейросетей,Мультфильмы,Ретро,Зубная паста,Зубная щетка,Тюбики,Видео,Короткие видео,Повтор",tag:тюбик
13778449,https://pikabu.ru/story/faktcheking_tyubika_13778449,Фактчекинг Тюбика,,CharlieWalikota,2026-03-13T07:31:49+03:00,"Поэт,Третьяков,Тюбики,Факты,Фактчекинг,Песня,Занудство,Гитара,Длиннопост",tag:тюбик
13498742,https://pikabu.ru/story/ocherednaya_zhestokaya_byekki_vyidavila_tyubika_do_kontsa_i_raduetsya_razbitomu_serdtsu_v_predvkushenii_betabaksera_13498742,Очередная жестокая Бэкки выдавила тюбика до конца и радуется разбитому сердцу в предвкушении бетабаксера,,user6855793,2025-12-14T13:59:17+03:00,"[моё],Грустный юмор,Скриншот,X (Twitter),Комментарии,Тюбики,Сердце,Игра слов",tag:тюбик
13216133,https://pikabu.ru/story/neznanie_yazyika_ne_osvobozhdaet_ot_posledstviy_13216133,Незнание языка не освобождает от последствий,356,alogach,2025-09-24T16:37:36+03:00,"Юмор,Клей,Геморрой,Картинка с текстом,Тюбики,Повтор",tag:тюбик
13139312,https://pikabu.ru/story/i_takoe_byivaet_13139312,И такое бывает,2281,xengg,2025-09-01T21:58:49+03:00,"Душ,Юмор,Ванна,Короткие видео,Ванная,Вертикальное видео,Сомнительные лайфхаки,Лайфхак,Плитка,Видео,Реферальная ссылка,Тюбики,Реклама,Смекалка,Душевая лейка",tag:тюбик
12748484,https://pikabu.ru/story/nishchebrodstvo_ili_razumnaya_yekonomiya_12748484,Нищебродство или разумная экономия?,52,odnirashody,2025-05-21T09:04:21+03:00,"[моё],Тюбики,Экономия,Цены,Нищеброд,Зубная паста,Скриншот,Повтор",tag:тюбик
12688791,https://pikabu.ru/story/taki_nuzhnaya_prisposoba_12688791,Таки нужная приспособа,7,Kuchka70,2025-05-05T18:15:37+03:00,"Тюбики,Зубная паста,Ванная,Приспособление,Видео,Вертикальное видео,Короткие видео",tag:тюбик
12505495,https://pikabu.ru/story/tipyi_kosmodesov_12505495,Типы космодесов,26,,2025-03-18T19:42:24+03:00,"[моё],Тюбики,Масик,Скуфы,Warhammer 40k,Wh humor,Картинка с текстом",tag:тюбик
12273067,https://pikabu.ru/story/pastodavilka_12273067,Пастодавилка,10,user7408521,2025-01-19T18:34:23+03:00,"Зубная паста,Приспособление,Китайские товары,AliExpress,Дозатор,Тюбики,Вертикальное видео,Видео,Короткие видео",tag:тюбик
12173375,https://pikabu.ru/story/kosmicheskaya_eda_v_tyubikakh__realno_sedobno_i_udobno_alternativa_turisticheskomu_pitaniyu_vyizhivalovo_12173375,КОСМИЧЕСКАЯ ЕДА В ТЮБИКАХ - Реально съедобно и удобно? Альтернатива туристическому питанию?! [Выживалово],0,neKotneMurkot,2024-12-24T14:35:00+03:00,"RUTUBE,Выживалово (Youtube-канал),Тюбики,Космическая еда,Видео",tag:тюбик
12154752,https://pikabu.ru/story/opredelyaem_tyi_masik_ili_chechik_12154752,Определяем: Ты масик или чечик?,,sekstasy,2024-12-19T14:44:20+03:00,"[моё],Отношения,Масик,Тюбики,Альфонс,Муж,Мужчины и женщины,Мужчины,Идеальный мужчина,Война полов,Скуфы,Жена,Мнение,Длиннопост,Кот",tag:тюбик
2024,https://pikabu.ru/story/bitva_za_paratsetomol_2024_12145417,Битва за парацетомол (2024),,Ky4epaBblu.rycb,2024-12-17T05:04:29+03:00,"[моё],Щавель,Персики,Ракушки,Сигма,KFC,Убежище,Пудж,Плакса,Кондиция,Пикабу,На коленях,Палитра,Кондиционер,Парацетамол,Ещкере,Трансформеры,Барабулька,Имба,Альтушки,Тюбики,Видео,Длиннопост",tag:тюбик
12096784,https://pikabu.ru/story/khitryushka_12096784,Хитрюшка,197,Wildwildworld,2024-12-04T11:54:20+03:00,"Скриншот,ADME,Сыр,Тюбики",tag:тюбик
12002205,https://pikabu.ru/story/tyi_na_kogo_iz_chego_tyubik_pastu_davish_12002205,"Ты на кого (из чего), тюбик, пасту давишь?!",6,STLee,2024-11-09T02:46:23+03:00,"Вертикальное видео,Зубная паста,Тюбики,Крышки,Видео",tag:тюбик
11850079,https://pikabu.ru/story/novyiy_sotrudnik_11850079,Новый сотрудник,6934,,2024-09-27T10:08:25+03:00,"Комиксы,Herta Burbe,Грустный юмор,Тюбики,Пенсия,Отдел кадров,Сотрудники,Перевел сам",tag:тюбик
11839837,https://pikabu.ru/story/vyizhimatel_tyubikov_dlya_tekh_kogo_besit_kogda_v_tyubike_chtoto_ostaetsya_11839837,"Выжиматель тюбиков. Для тех, кого бесит, когда в тюбике что-то остается",0,NashelNaMP,2024-09-24T12:23:00+03:00,"Выжимание,Тюбики,Полезное,Экономия,Лайфхак,Telegram (ссылка)",tag:тюбик
11536303,https://pikabu.ru/story/nishchebrodstvo_ili_razumnaya_yekonomiya_11536303,Нищебродство или разумная экономия?,516,odnirashody,2024-06-23T09:42:07+03:00,"[моё],Тюбики,Экономия,Нищеброд,Цены,Скриншот",tag:тюбик
11401095,https://pikabu.ru/story/a_vyi_kakoy_tip_11401095,А Вы какой тип?,,Arslaan,2024-05-10T10:28:07+03:00,"Сленг,Скуфы,Юмор,Тюбики,Видео,Вертикальное видео",tag:тюбик
11387843,https://pikabu.ru/story/pro_razmeryi_11387843,Про размеры,10,TuxoTyT,2024-05-06T10:30:35+03:00,"[моё],Пальцы,Мизинец,Ладонь,Маленький размер,Тюбики,Крем,Профит,Истории из жизни,Длиннопост",tag:тюбик
11246844,https://pikabu.ru/story/ostatki_11246844,Остатки,,mehipox,2024-03-21T09:59:39+03:00,"[моё],Вещи,Тюбики,Экономия,Текст",tag:тюбик
10370261,https://pikabu.ru/story/eveline_budte_vyi_proklyatyi_10370261,"Eveline, будьте вы прокляты",,DELETED,2023-06-17T18:32:20+03:00,"[моё],Тюбики,Упаковка",tag:тюбик
10357470,https://pikabu.ru/story/gde_nayti_tyubika_10357470,Где найти тюбика?,,JanaJana00112233,2023-06-14T02:22:53+03:00,"Тюбики,Помогите найти,Текст",tag:тюбик
9831001,https://pikabu.ru/story/yekh_tyubik_9831001,"Эх, Тюбик!",,Borislav207,2023-01-09T19:51:06+03:00,"Шансон,Рифма,Тюбики,Комментарии на Пикабу,Скриншот",tag:тюбик
7688215,https://pikabu.ru/story/novyiy_kaverok_7688215,НОВЫЙ КАВЕРОК,,Skyfox91,2020-09-01T15:37:11+03:00,"[моё],Краш,Кавер,YouTube,Видео",tag:краш
7602721,https://pikabu.ru/story/krashit_brauzer_ot_reklamyi_7602721,Крашит браузер от рекламы,,MaestroA,2020-07-22T23:44:48+03:00,"[моё],Баг,Краш,Текст",tag:краш
7545635,https://pikabu.ru/story/15letniy_syin_lukashenko_poyavilsya_na_parade_v_moskve_i_teper_myisli_vsekh_devushek_seti_lish_o_nyom_7545635,"15-летний сын Лукашенко появился на параде в Москве, и теперь мысли всех девушек Сети лишь о нём",,socseti2007,2020-06-25T22:01:59+03:00,"Александр Лукашенко,Белорусы,Краш,TikTok,Видео,Длиннопост",tag:краш
7517722,https://pikabu.ru/story/poletalblin_7517722,"Полетал,Блин",9,lotop,2020-06-13T15:22:38+03:00,"[моё],Скала Киселева,Краснодарский край,Краш,Видео",tag:краш
7489155,https://pikabu.ru/story/v_seti_poyavilis_oboi_kotoryie_vyivodyat_iz_stroya_androidsmartfonyi_7489155,"В Сети появились обои, которые выводят из строя Android-смартфоны",58,Adabi,2020-06-01T09:35:39+03:00,"Длиннопост,Android,Краш,Баг,Смартфон,Информационная безопасность,Видео",tag:краш
7433702,https://pikabu.ru/story/medved_rvyot_losya_kopter_upal_v_reku_7433702,Медведь рвёт лося. Коптер упал в реку,,rebel29,2020-05-08T16:27:31+03:00,"[моё],Медведи,Квадрокоптер,Дрон,Краш,Бульк,Видео",tag:краш
7282173,https://pikabu.ru/story/magiya_ili_znanie_psikhologii__7282173,Магия или знание психологии :),385,Vdesyatke,2020-03-11T13:39:43+03:00,"[моё],Психология,Юмор,Отношения,Краш,Фокус,Магия,Молодость,Дозор,Мат,Текст",tag:краш
7242745,https://pikabu.ru/story/kogda_v_ocherednoy_raz_podnyali_proekt_7242745,Когда в очередной раз подняли проект,0,codermax,2020-02-20T16:56:20+03:00,"IT,Краш,IT юмор,Видео",tag:краш
7129719,https://pikabu.ru/story/lagi_gta_v_na_moshchnom_pk_7129719,Лаги GTA V на мощном ПК,,DavidMafia,2019-12-26T20:49:18+03:00,"[моё],Компьютер,Игровой ПК,GTA 5,Rockstar,Краш,Текст",tag:краш
6877844,https://pikabu.ru/story/moy_pervyiy_krash_6877844,Мой первый краш,2,Crutchineer,2019-08-18T20:47:37+03:00,"[моё],Радиоуправляемые модели,Радиоуправляемая машина,Машина,Электроника,Краш,Длиннопост,Картинки,История",tag:краш
6517679,https://pikabu.ru/story/passivnaya_zashchita_poezda_6517679,Пассивная защита поезда.,181,Konstruktor6,2019-02-19T16:23:10+03:00,"Железная дорога,Длиннопост,Краш,Поезд",tag:краш
6501522,https://pikabu.ru/story/krash_ios_pri_vvode_pyati_defisov_6501522,Краш iOS при вводе пяти дефисов,,Glamych,2019-02-13T09:33:34+03:00,"iOS,Баг,Дефис,Ошибка,Краш,Текст,iPhone",tag:краш
6413873,https://pikabu.ru/story/rubilovo_na_avtoderbi_kak_vam_car_derby_6413873,"Рубилово на авто-дерби, как вам? car derby",20,Dimonmolodechno,2019-01-09T15:14:14+03:00,"[моё],Авто,Дерби,Гонки,Авария,ДТП,Краш,Fail,Машина,Видео",tag:краш
